"PROFILO DEI LAUREATI"
"";"Collettivo selezionato";"dietistica (L/SNT3)";"dietistica (SNT/3)(1) ";"educazione professionale (L/SNT2)";"educazione professionale (SNT/2)";"fisioterapia (L/SNT2)";"fisioterapia (SNT/2)(1) ";"igiene dentale (L/SNT3)";"igiene dentale (SNT/3)(1) ";"infermieristica - sede di Bologna (L/SNT1)";"infermieristica - sede di Ravenna - dall'a.a. 2008/09 (SNT/1)";"infermieristica - sede di Rimini (L/SNT1)";"infermieristica - sede di Rimini (SNT/1)";"infermieristica - sedi di Bologna (fino all'a.a. 2010/11) e Ravenna (fino all'a.a. 2007/08) (SNT/1)";"infermieristica - sedi di Faenza e Ravenna (L/SNT1)";"logopedia (L/SNT2)";"ortottica ed assistenza oftalmologica (L/SNT2)";"ostetricia (L/SNT1)";"ostetricia (SNT/1)(1) ";"podologia (L/SNT2)";"tecniche della prevenzione nell'ambiente e nei luoghi di lavoro (L/SNT4)";"tecniche della prevenzione nell'ambiente e nei luoghi di lavoro (SNT/4)(1) ";"tecniche di laboratorio biomedico (L/SNT3)";"tecniche di neurofisiopatologia (L/SNT3)";"tecniche di radiologia medica, per immagini e radioterapia - sede di Bologna (L/SNT3)";"tecniche di radiologia medica, per immagini e radioterapia - sede di Rimini - dall'a.a. 2008/09 (SNT/3)(1) ";"tecniche di radiologia medica, per immagini e radioterapia - sede di Rimini (L/SNT3)";"tecniche ortopediche (L/SNT3)";"tecniche ortopediche (SNT/3)(1) "
"CAD/CAM/CAE - progettazione assistita";"9,0";"-";"*";"9,5";"20,0";"9,7";"*";"9,1";"*";"9,9";"-";"8,9";"10,0";"12,1";"7,9";"-";"28,6";"3,6";"*";"7,1";"5,3";"*";"-";"-";"8,3";"*";"8,3";"13,3";"*"
"9. PROSPETTIVE DI STUDIO"
"";"Collettivo selezionato";"dietistica (L/SNT3)";"dietistica (SNT/3)(1) ";"educazione professionale (L/SNT2)";"educazione professionale (SNT/2)";"fisioterapia (L/SNT2)";"fisioterapia (SNT/2)(1) ";"igiene dentale (L/SNT3)";"igiene dentale (SNT/3)(1) ";"infermieristica - sede di Bologna (L/SNT1)";"infermieristica - sede di Ravenna - dall'a.a. 2008/09 (SNT/1)";"infermieristica - sede di Rimini (L/SNT1)";"infermieristica - sede di Rimini (SNT/1)";"infermieristica - sedi di Bologna (fino all'a.a. 2010/11) e Ravenna (fino all'a.a. 2007/08) (SNT/1)";"infermieristica - sedi di Faenza e Ravenna (L/SNT1)";"logopedia (L/SNT2)";"ortottica ed assistenza oftalmologica (L/SNT2)";"ostetricia (L/SNT1)";"ostetricia (SNT/1)(1) ";"podologia (L/SNT2)";"tecniche della prevenzione nell'ambiente e nei luoghi di lavoro (L/SNT4)";"tecniche della prevenzione nell'ambiente e nei luoghi di lavoro (SNT/4)(1) ";"tecniche di laboratorio biomedico (L/SNT3)";"tecniche di neurofisiopatologia (L/SNT3)";"tecniche di radiologia medica, per immagini e radioterapia - sede di Bologna (L/SNT3)";"tecniche di radiologia medica, per immagini e radioterapia - sede di Rimini - dall'a.a. 2008/09 (SNT/3)(1) ";"tecniche di radiologia medica, per immagini e radioterapia - sede di Rimini (L/SNT3)";"tecniche ortopediche (L/SNT3)";"tecniche ortopediche (SNT/3)(1) "
"Intendono proseguire gli studi (%)";"53,8";"66,7";"*";"66,7";"20,0";"67,7";"*";"18,2";"*";"61,8";"80,0";"45,9";"40,0";"51,5";"50,0";"87,5";"14,3";"46,4";"*";"85,7";"63,2";"*";"62,5";"28,6";"50,0";"*";"41,7";"13,3";"*"
"altra laurea triennale";"2,6";"-";"*";"-";"-";"1,6";"*";"-";"*";"4,2";"-";"2,1";"5,0";"3,0";"3,5";"-";"-";"-";"*";"-";"10,5";"*";"-";"-";"-";"*";"-";"-";"*"
"laurea magistrale";"16,2";"33,3";"*";"28,6";"-";"-";"*";"9,1";"*";"22,5";"80,0";"13,0";"5,0";"15,2";"17,5";"12,5";"-";"10,7";"*";"-";"15,8";"*";"56,3";"28,6";"16,7";"*";"8,3";"-";"*"
"dottorato di ricerca";"-";"-";"*";"-";"-";"-";"*";"-";"*";"-";"-";"-";"-";"-";"-";"-";"-";"-";"*";"-";"-";"*";"-";"-";"-";"*";"-";"-";"*"
"diploma accademico (Alta Formazione Artistica e Musicale) ";"0,3";"-";"*";"-";"-";"-";"*";"9,1";"*";"0,5";"-";"-";"-";"-";"-";"-";"-";"-";"*";"-";"-";"*";"-";"-";"-";"*";"-";"-";"*"
"scuola di specializzazione post-laurea";"2,9";"-";"*";"-";"-";"3,2";"*";"-";"*";"2,6";"-";"2,7";"5,0";"3,0";"5,3";"-";"-";"-";"*";"-";"-";"*";"-";"-";"8,3";"*";"8,3";"-";"*"
"master universitario";"21,3";"-";"*";"9,5";"-";"17,7";"*";"-";"*";"27,7";"-";"24,7";"25,0";"18,2";"19,3";"25,0";"-";"25,0";"*";"78,6";"15,8";"*";"6,3";"-";"8,3";"*";"16,7";"-";"*"
"altro tipo di master o corso di perfezionamento";"5,2";"-";"*";"23,8";"20,0";"21,0";"*";"-";"*";"2,6";"-";"3,4";"-";"3,0";"1,8";"12,5";"-";"7,1";"*";"7,1";"-";"*";"-";"-";"8,3";"*";"-";"13,3";"*"
"tirocinio, praticantato";"1,4";"33,3";"*";"-";"-";"1,6";"*";"-";"*";"-";"-";"-";"-";"-";"-";"37,5";"14,3";"3,6";"*";"-";"10,5";"*";"-";"-";"-";"*";"8,3";"-";"*"
"attività sostenuta da borsa o assegno di studio";"0,3";"-";"*";"-";"-";"-";"*";"-";"*";"0,5";"-";"-";"-";"-";"-";"-";"-";"-";"*";"-";"-";"*";"-";"-";"-";"*";"-";"-";"*"
"altre attività di qualificazione professionale";"3,1";"-";"*";"4,8";"-";"22,6";"*";"-";"*";"-";"-";"-";"-";"9,1";"0,9";"-";"-";"-";"*";"-";"10,5";"*";"-";"-";"8,3";"*";"-";"-";"*"
"non intendono proseguire";"46,1";"33,3";"*";"33,3";"80,0";"32,3";"*";"81,8";"*";"38,2";"20,0";"54,1";"60,0";"48,5";"50,0";"-";"85,7";"53,6";"*";"14,3";"36,8";"*";"37,5";"71,4";"50,0";"*";"58,3";"86,7";"*"
"10. PROSPETTIVE DI LAVORO"
"";"Collettivo selezionato";"dietistica (L/SNT3)";"dietistica (SNT/3)(1) ";"educazione professionale (L/SNT2)";"educazione professionale (SNT/2)";"fisioterapia (L/SNT2)";"fisioterapia (SNT/2)(1) ";"igiene dentale (L/SNT3)";"igiene dentale (SNT/3)(1) ";"infermieristica - sede di Bologna (L/SNT1)";"infermieristica - sede di Ravenna - dall'a.a. 2008/09 (SNT/1)";"infermieristica - sede di Rimini (L/SNT1)";"infermieristica - sede di Rimini (SNT/1)";"infermieristica - sedi di Bologna (fino all'a.a. 2010/11) e Ravenna (fino all'a.a. 2007/08) (SNT/1)";"infermieristica - sedi di Faenza e Ravenna (L/SNT1)";"logopedia (L/SNT2)";"ortottica ed assistenza oftalmologica (L/SNT2)";"ostetricia (L/SNT1)";"ostetricia (SNT/1)(1) ";"podologia (L/SNT2)";"tecniche della prevenzione nell'ambiente e nei luoghi di lavoro (L/SNT4)";"tecniche della prevenzione nell'ambiente e nei luoghi di lavoro (SNT/4)(1) ";"tecniche di laboratorio biomedico (L/SNT3)";"tecniche di neurofisiopatologia (L/SNT3)";"tecniche di radiologia medica, per immagini e radioterapia - sede di Bologna (L/SNT3)";"tecniche di radiologia medica, per immagini e radioterapia - sede di Rimini - dall'a.a. 2008/09 (SNT/3)(1) ";"tecniche di radiologia medica, per immagini e radioterapia - sede di Rimini (L/SNT3)";"tecniche ortopediche (L/SNT3)";"tecniche ortopediche (SNT/3)(1) "
"Sono interessati a lavorare nelle seguenti aree aziendali: decisamente sì (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"acquisti";"6,4";"-";"*";"-";"40,0";"1,6";"*";"-";"*";"3,1";"-";"8,2";"15,0";"6,1";"2,6";"-";"14,3";"3,6";"*";"14,3";"21,1";"*";"-";"-";"16,7";"*";"41,7";"26,7";"*"
"amministrazione, contabilità";"7,8";"-";"*";"-";"20,0";"1,6";"*";"-";"*";"8,4";"-";"8,2";"15,0";"9,1";"7,9";"-";"-";"3,6";"*";"7,1";"21,1";"*";"-";"-";"16,7";"*";"33,3";"20,0";"*"
"assistenza tecnica";"6,8";"-";"*";"-";"-";"3,2";"*";"-";"*";"3,7";"-";"5,5";"10,0";"-";"5,3";"-";"14,3";"-";"*";"7,1";"36,8";"*";"6,3";"-";"25,0";"*";"58,3";"26,7";"*"
"commerciale, vendite";"8,9";"-";"*";"4,8";"40,0";"4,8";"*";"-";"*";"6,8";"20,0";"6,8";"15,0";"6,1";"5,3";"-";"28,6";"7,1";"*";"21,4";"15,8";"*";"12,5";"14,3";"33,3";"*";"33,3";"33,3";"*"
"controllo di gestione";"8,2";"-";"*";"-";"-";"1,6";"*";"-";"*";"8,4";"-";"9,6";"20,0";"3,0";"5,3";"-";"14,3";"-";"*";"7,1";"31,6";"*";"6,3";"-";"25,0";"*";"33,3";"20,0";"*"
"finanza";"3,5";"-";"*";"-";"20,0";"-";"*";"-";"*";"3,1";"-";"4,1";"5,0";"3,0";"4,4";"-";"28,6";"-";"*";"7,1";"5,3";"*";"6,3";"-";"-";"*";"8,3";"6,7";"*"
"legale";"3,9";"-";"*";"-";"20,0";"-";"*";"-";"*";"4,2";"-";"4,8";"5,0";"6,1";"4,4";"-";"-";"-";"*";"7,1";"5,3";"*";"6,3";"14,3";"-";"*";"8,3";"6,7";"*"
"logistica, distribuzione";"6,7";"-";"*";"4,8";"20,0";"1,6";"*";"-";"*";"5,8";"-";"6,8";"20,0";"6,1";"5,3";"-";"14,3";"-";"*";"7,1";"26,3";"*";"-";"-";"16,7";"*";"16,7";"20,0";"*"
"marketing, comunicazione, pubbliche relazioni";"8,5";"-";"*";"9,5";"20,0";"4,8";"*";"9,1";"*";"6,3";"-";"8,2";"15,0";"9,1";"6,1";"-";"28,6";"-";"*";"14,3";"31,6";"*";"12,5";"-";"16,7";"*";"16,7";"33,3";"*"
"organizzazione, pianificazione";"16,4";"-";"*";"38,1";"60,0";"9,7";"*";"18,2";"*";"14,7";"-";"17,1";"20,0";"21,2";"14,0";"-";"28,6";"3,6";"*";"14,3";"42,1";"*";"12,5";"-";"41,7";"*";"25,0";"26,7";"*"
"produzione";"9,3";"16,7";"*";"-";"40,0";"3,2";"*";"-";"*";"6,3";"-";"7,5";"20,0";"6,1";"4,4";"-";"14,3";"7,1";"*";"14,3";"36,8";"*";"18,8";"14,3";"41,7";"*";"41,7";"40,0";"*"
"ricerca e sviluppo";"23,9";"33,3";"*";"19,0";"40,0";"16,1";"*";"9,1";"*";"22,5";"-";"22,6";"30,0";"27,3";"15,8";"25,0";"42,9";"10,7";"*";"35,7";"31,6";"*";"68,8";"71,4";"58,3";"*";"50,0";"33,3";"*"
"risorse umane, selezione, formazione";"21,1";"-";"*";"23,8";"80,0";"11,3";"*";"-";"*";"25,1";"40,0";"20,5";"30,0";"9,1";"23,7";"25,0";"-";"10,7";"*";"14,3";"42,1";"*";"12,5";"14,3";"16,7";"*";"41,7";"26,7";"*"
"segreteria, affari generali";"8,7";"-";"*";"9,5";"60,0";"4,8";"*";"-";"*";"6,3";"-";"9,6";"20,0";"6,1";"7,0";"-";"-";"3,6";"*";"14,3";"21,1";"*";"6,3";"-";"25,0";"*";"16,7";"33,3";"*"
"sistemi informativi, EDP";"4,2";"-";"*";"-";"-";"1,6";"*";"-";"*";"2,6";"-";"4,8";"10,0";"6,1";"3,5";"-";"-";"-";"*";"7,1";"10,5";"*";"12,5";"-";"8,3";"*";"25,0";"-";"*"
"Aspetti ritenuti rilevanti nella ricerca del lavoro: decisamente sì (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"acquisizione di professionalità";"79,9";"83,3";"*";"76,2";"60,0";"85,5";"*";"63,6";"*";"81,2";"80,0";"80,8";"75,0";"81,8";"78,9";"62,5";"71,4";"85,7";"*";"78,6";"73,7";"*";"81,3";"85,7";"83,3";"*";"75,0";"66,7";"*"
"possibilità di carriera";"54,7";"33,3";"*";"38,1";"60,0";"50,0";"*";"72,7";"*";"51,8";"60,0";"55,5";"70,0";"57,6";"61,4";"50,0";"57,1";"32,1";"*";"50,0";"68,4";"*";"75,0";"42,9";"50,0";"*";"50,0";"66,7";"*"
"possibilità di guadagno";"56,5";"33,3";"*";"33,3";"80,0";"58,1";"*";"81,8";"*";"54,5";"60,0";"52,7";"65,0";"63,6";"56,1";"37,5";"42,9";"50,0";"*";"71,4";"73,7";"*";"75,0";"42,9";"50,0";"*";"66,7";"66,7";"*"
"stabilità/sicurezza del posto di lavoro";"74,0";"83,3";"*";"52,4";"100,0";"56,5";"*";"81,8";"*";"74,9";"100,0";"74,0";"80,0";"81,8";"79,8";"62,5";"57,1";"57,1";"*";"50,0";"89,5";"*";"93,8";"71,4";"66,7";"*";"91,7";"73,3";"*"
"rispondenza a interessi culturali";"46,1";"50,0";"*";"38,1";"60,0";"53,2";"*";"63,6";"*";"52,4";"40,0";"41,8";"40,0";"51,5";"42,1";"62,5";"28,6";"39,3";"*";"64,3";"21,1";"*";"43,8";"28,6";"41,7";"*";"41,7";"46,7";"*"
"coerenza con gli studi";"68,8";"83,3";"*";"52,4";"60,0";"66,1";"*";"81,8";"*";"73,8";"60,0";"74,7";"65,0";"75,8";"70,2";"75,0";"57,1";"78,6";"*";"78,6";"31,6";"*";"25,0";"85,7";"66,7";"*";"58,3";"46,7";"*"
"utilità sociale del lavoro";"61,5";"83,3";"*";"61,9";"80,0";"51,6";"*";"63,6";"*";"66,5";"40,0";"69,2";"65,0";"69,7";"58,8";"62,5";"57,1";"60,7";"*";"64,3";"21,1";"*";"43,8";"28,6";"58,3";"*";"50,0";"40,0";"*"
"prestigio che ricevi dal lavoro";"33,2";"16,7";"*";"28,6";"40,0";"33,9";"*";"45,5";"*";"33,0";"40,0";"33,6";"55,0";"36,4";"36,0";"37,5";"28,6";"17,9";"*";"28,6";"26,3";"*";"18,8";"42,9";"25,0";"*";"33,3";"20,0";"*"
"coinvolgimento e partecipazione all’attività lavorativa e ai processi decisionali";"49,9";"16,7";"*";"61,9";"80,0";"46,8";"*";"54,5";"*";"52,4";"80,0";"51,4";"60,0";"48,5";"50,9";"25,0";"42,9";"35,7";"*";"35,7";"57,9";"*";"31,3";"42,9";"50,0";"*";"41,7";"33,3";"*"
"indipendenza o autonomia";"57,8";"33,3";"*";"42,9";"80,0";"53,2";"*";"72,7";"*";"58,1";"80,0";"61,0";"65,0";"57,6";"62,3";"75,0";"57,1";"42,9";"*";"78,6";"57,9";"*";"31,3";"71,4";"25,0";"*";"50,0";"53,3";"*"
"flessibilità dell’orario di lavoro";"34,9";"33,3";"*";"42,9";"80,0";"40,3";"*";"45,5";"*";"34,6";"40,0";"27,4";"55,0";"33,3";"38,6";"37,5";"42,9";"28,6";"*";"35,7";"26,3";"*";"31,3";"28,6";"25,0";"*";"41,7";"26,7";"*"
"rapporti con i colleghi sul luogo di lavoro";"61,7";"16,7";"*";"71,4";"100,0";"51,6";"*";"63,6";"*";"65,4";"80,0";"63,7";"80,0";"51,5";"67,5";"50,0";"28,6";"71,4";"*";"21,4";"47,4";"*";"56,3";"71,4";"50,0";"*";"75,0";"53,3";"*"
"luogo di lavoro (ubicazione, caratteristiche fisiche dell’ambiente di lavoro)";"47,7";"33,3";"*";"47,6";"100,0";"43,5";"*";"54,5";"*";"48,2";"100,0";"45,2";"60,0";"42,4";"52,6";"50,0";"42,9";"42,9";"*";"42,9";"42,1";"*";"37,5";"57,1";"41,7";"*";"50,0";"33,3";"*"
"tempo libero";"40,1";"33,3";"*";"38,1";"40,0";"37,1";"*";"63,6";"*";"40,3";"40,0";"33,6";"70,0";"42,4";"48,2";"25,0";"42,9";"28,6";"*";"57,1";"10,5";"*";"31,3";"42,9";"41,7";"*";"41,7";"60,0";"*"
"opportunità di contatti con l'estero";"32,9";"16,7";"*";"42,9";"60,0";"35,5";"*";"18,2";"*";"36,6";"20,0";"34,2";"35,0";"24,2";"30,7";"50,0";"42,9";"14,3";"*";"35,7";"36,8";"*";"37,5";"14,3";"16,7";"*";"41,7";"6,7";"*"
"possibilità di utilizzare al meglio le competenze acquisite";"66,6";"66,7";"*";"71,4";"60,0";"66,1";"*";"36,4";"*";"67,5";"60,0";"71,2";"55,0";"60,6";"69,3";"62,5";"71,4";"57,1";"*";"78,6";"52,6";"*";"62,5";"85,7";"83,3";"*";"66,7";"53,3";"*"
"Sono interessati a lavorare nei seguenti settori: decisamente sì (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"pubblico";"68,4";"83,3";"*";"66,7";"80,0";"29,0";"*";"-";"*";"73,3";"80,0";"86,3";"75,0";"57,6";"76,3";"75,0";"-";"57,1";"*";"57,1";"63,2";"*";"75,0";"71,4";"100,0";"*";"83,3";"46,7";"*"
"privato (compreso l'avvio di un'attività autonoma/in conto proprio)";"52,0";"66,7";"*";"47,6";"60,0";"62,9";"*";"45,5";"*";"49,2";"40,0";"47,9";"45,0";"36,4";"50,9";"75,0";"71,4";"39,3";"*";"85,7";"63,2";"*";"56,3";"57,1";"66,7";"*";"58,3";"80,0";"*"
"Disponibilità a lavorare per tipo di relazione contrattuale: decisamente sì (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"ORARIO";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"tempo pieno";"88,5";"100,0";"*";"71,4";"60,0";"75,8";"*";"72,7";"*";"90,1";"100,0";"91,1";"95,0";"90,9";"86,0";"87,5";"100,0";"85,7";"*";"92,9";"94,7";"*";"93,8";"100,0";"100,0";"*";"100,0";"93,3";"*"
"part-time";"53,4";"100,0";"*";"66,7";"60,0";"50,0";"*";"27,3";"*";"55,5";"80,0";"45,9";"25,0";"36,4";"52,6";"50,0";"71,4";"71,4";"*";"50,0";"52,6";"*";"62,5";"71,4";"83,3";"*";"75,0";"60,0";"*"
"CONTRATTO";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"tempo indeterminato";"90,2";"100,0";"*";"85,7";"100,0";"82,3";"*";"54,5";"*";"92,1";"100,0";"95,9";"75,0";"90,9";"87,7";"87,5";"71,4";"89,3";"*";"78,6";"94,7";"*";"100,0";"100,0";"100,0";"*";"100,0";"86,7";"*"
"tempo determinato";"42,0";"66,7";"*";"28,6";"40,0";"45,2";"*";"18,2";"*";"41,9";"60,0";"39,0";"30,0";"39,4";"39,5";"50,0";"71,4";"64,3";"*";"28,6";"36,8";"*";"37,5";"42,9";"58,3";"*";"66,7";"53,3";"*"
"collaborazione (compreso lavoro a progetto)";"23,8";"50,0";"*";"23,8";"40,0";"17,7";"*";"36,4";"*";"22,5";"20,0";"20,5";"10,0";"18,2";"15,8";"75,0";"57,1";"39,3";"*";"57,1";"31,6";"*";"25,0";"28,6";"25,0";"*";"50,0";"20,0";"*"
"inserimento (ex formazione e lavoro)";"23,9";"50,0";"*";"14,3";"40,0";"14,5";"*";"9,1";"*";"24,1";"40,0";"19,2";"25,0";"21,2";"21,9";"75,0";"57,1";"39,3";"*";"35,7";"21,1";"*";"18,8";"28,6";"41,7";"*";"41,7";"26,7";"*"
"stage";"13,4";"66,7";"*";"4,8";"-";"12,9";"*";"9,1";"*";"11,5";"20,0";"8,2";"10,0";"9,1";"12,3";"62,5";"28,6";"28,6";"*";"21,4";"26,3";"*";"18,8";"14,3";"25,0";"*";"16,7";"6,7";"*"
"apprendistato";"13,4";"66,7";"*";"4,8";"40,0";"9,7";"*";"-";"*";"12,0";"20,0";"8,2";"10,0";"6,1";"11,4";"50,0";"42,9";"32,1";"*";"7,1";"21,1";"*";"25,0";"28,6";"16,7";"*";"25,0";"20,0";"*"
"lavoro interinale";"15,7";"33,3";"*";"4,8";"40,0";"8,1";"*";"-";"*";"18,8";"20,0";"11,6";"10,0";"24,2";"10,5";"37,5";"14,3";"32,1";"*";"14,3";"26,3";"*";"12,5";"28,6";"25,0";"*";"25,0";"20,0";"*"
"telelavoro";"8,9";"16,7";"*";"4,8";"20,0";"3,2";"*";"-";"*";"6,8";"20,0";"7,5";"15,0";"3,0";"7,9";"37,5";"14,3";"21,4";"*";"7,1";"10,5";"*";"25,0";"-";"8,3";"*";"25,0";"20,0";"*"
"autonomo/in conto proprio";"33,8";"50,0";"*";"33,3";"60,0";"48,4";"*";"81,8";"*";"27,7";"60,0";"24,0";"20,0";"21,2";"28,9";"87,5";"57,1";"60,7";"*";"92,9";"26,3";"*";"25,0";"14,3";"25,0";"*";"33,3";"33,3";"*"
"Disponibilità a lavorare nelle seguenti aree geografiche: decisamente sì (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"provincia di residenza";"79,0";"100,0";"*";"61,9";"80,0";"74,2";"*";"81,8";"*";"73,3";"60,0";"87,7";"80,0";"60,6";"87,7";"87,5";"57,1";"75,0";"*";"85,7";"84,2";"*";"68,8";"85,7";"83,3";"*";"83,3";"80,0";"*"
"provincia degli studi";"72,7";"83,3";"*";"57,1";"80,0";"71,0";"*";"36,4";"*";"69,1";"80,0";"85,6";"60,0";"54,5";"79,8";"75,0";"71,4";"64,3";"*";"50,0";"73,7";"*";"68,8";"71,4";"91,7";"*";"75,0";"66,7";"*"
"regione degli studi";"61,0";"83,3";"*";"42,9";"60,0";"51,6";"*";"18,2";"*";"59,7";"40,0";"71,9";"55,0";"45,5";"68,4";"75,0";"71,4";"53,6";"*";"57,1";"47,4";"*";"50,0";"71,4";"83,3";"*";"75,0";"53,3";"*"
"Italia settentrionale";"53,5";"66,7";"*";"52,4";"60,0";"38,7";"*";"63,6";"*";"61,8";"20,0";"50,0";"45,0";"42,4";"50,9";"75,0";"85,7";"53,6";"*";"71,4";"47,4";"*";"62,5";"57,1";"58,3";"*";"50,0";"46,7";"*"
"Italia centrale";"34,9";"33,3";"*";"19,0";"40,0";"22,6";"*";"9,1";"*";"37,7";"20,0";"41,1";"45,0";"21,2";"33,3";"37,5";"42,9";"35,7";"*";"28,6";"26,3";"*";"37,5";"57,1";"25,0";"*";"58,3";"40,0";"*"
"Italia meridionale";"19,5";"-";"*";"19,0";"60,0";"8,1";"*";"-";"*";"19,9";"-";"19,2";"40,0";"21,2";"21,9";"25,0";"14,3";"17,9";"*";"14,3";"31,6";"*";"12,5";"28,6";"16,7";"*";"16,7";"20,0";"*"
"Stato europeo";"42,8";"33,3";"*";"47,6";"60,0";"37,1";"*";"36,4";"*";"47,1";"-";"42,5";"45,0";"33,3";"41,2";"50,0";"57,1";"35,7";"*";"50,0";"47,4";"*";"43,8";"42,9";"41,7";"*";"41,7";"33,3";"*"
"Stato extraeuropeo";"30,7";"-";"*";"33,3";"60,0";"37,1";"*";"18,2";"*";"34,0";"-";"27,4";"30,0";"27,3";"22,8";"37,5";"42,9";"32,1";"*";"42,9";"42,1";"*";"31,3";"42,9";"41,7";"*";"25,0";"20,0";"*"
"Disponibilità ad effettuare trasferte di lavoro (%)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"sì, anche con trasferimenti di residenza";"46,7";"66,7";"*";"28,6";"40,0";"33,9";"*";"9,1";"*";"52,4";"-";"56,8";"30,0";"36,4";"37,7";"50,0";"42,9";"46,4";"*";"42,9";"47,4";"*";"56,3";"57,1";"58,3";"*";"75,0";"33,3";"*"
"sì, anche frequenti (senza cambi di residenza)";"26,0";"16,7";"*";"33,3";"60,0";"41,9";"*";"18,2";"*";"21,5";"-";"21,9";"30,0";"30,3";"26,3";"25,0";"28,6";"25,0";"*";"42,9";"31,6";"*";"18,8";"28,6";"16,7";"*";"16,7";"46,7";"*"
"sì, ma solo in numero limitato";"20,6";"16,7";"*";"33,3";"-";"21,0";"*";"45,5";"*";"19,9";"60,0";"15,8";"25,0";"33,3";"23,7";"-";"28,6";"28,6";"*";"7,1";"15,8";"*";"18,8";"14,3";"25,0";"*";"8,3";"13,3";"*"
"non disponibili a trasferte";"4,8";"-";"*";"4,8";"-";"3,2";"*";"18,2";"*";"4,2";"40,0";"4,1";"10,0";"-";"8,8";"12,5";"-";"-";"*";"7,1";"5,3";"*";"6,3";"-";"-";"*";"-";"-";"*"
